make,model,year,mileage,engine_size,transmission,fuel_type,terrain_type,avg_road_quality,days_since_service,driving_style,service_needed
Tata,Tiago,2017,155455,2.4,Automatic,Petrol,Highway,5,238,rough,1
Tata,Tiago,2011,13862,1.4,Manual,Diesel,Highway,2,225,normal,1
Tata,Altroz,2009,107152,1.3,Manual,Petrol,Highway,3,204,smooth,0
Hyundai,Creta,2022,178206,1.4,Manual,Petrol,Urban,1,116,normal,0
Toyota,Yaris,2022,100435,1.9,Automatic,Petrol,Hills,2,66,rough,1
Mahindra,Bolero,2011,135679,0.9,Automatic,Petrol,Urban,3,325,smooth,0
Mahindra,Scorpio,2011,125688,2.4,Manual,Petrol,Urban,3,191,rough,1
Mahindra,Bolero,2016,180480,2.2,Manual,Diesel,Urban,5,62,normal,0
Toyota,Yaris,2006,130368,0.9,Automatic,Petrol,Urban,1,203,normal,1
Mahindra,XUV300,2003,156169,2.1,Manual,Petrol,Highway,3,193,normal,0
Hyundai,Creta,2021,179374,1.6,Automatic,Diesel,Hills,3,323,normal,1
Toyota,Corolla,1999,153125,2.3,Automatic,Petrol,Hills,2,253,rough,1
Mahindra,XUV300,2019,68958,1.7,Automatic,Petrol,Hills,2,35,rough,1
Tata,Altroz,2016,71908,1.1,Manual,Diesel,Urban,1,97,normal,0
Mahindra,Bolero,2005,29408,1.2,Manual,Petrol,Highway,4,222,smooth,0
Mahindra,XUV300,2013,99818,2.4,Manual,Petrol,Urban,2,456,rough,1
Mahindra,Bolero,2004,151579,1.0,Automatic,Petrol,Hills,4,402,normal,1
Tata,Altroz,2016,118019,2.4,Automatic,Petrol,Highway,1,88,normal,0
Tata,Altroz,2007,40748,1.5,Manual,Diesel,Urban,5,80,smooth,1
Tata,Nexon,2015,185378,2.1,Automatic,Diesel,Hills,2,505,smooth,1
Hyundai,Venue,2022,18493,2.2,Manual,Diesel,Highway,2,370,smooth,1
Hyundai,Creta,1998,168560,1.2,Manual,Diesel,Highway,3,179,normal,0
Suzuki,Baleno,2002,4071,1.7,Automatic,Petrol,Hills,3,45,smooth,0
Suzuki,Wagon R,2000,188399,1.0,Manual,Petrol,Urban,4,81,rough,0
Kia,Sonet,1998,56326,2.2,Manual,Diesel,Urban,3,310,smooth,1
Tata,Tiago,2002,46167,1.8,Manual,Petrol,Highway,3,155,smooth,0
Hyundai,Venue,2021,90753,0.9,Automatic,Petrol,Urban,5,461,smooth,1
Hyundai,Venue,2019,107089,1.6,Automatic,Diesel,Highway,1,465,normal,1
Hyundai,Creta,2004,50287,1.2,Manual,Petrol,Highway,3,271,smooth,1
Suzuki,Wagon R,2016,95662,2.3,Manual,Diesel,Highway,3,342,normal,0
Toyota,Hilux,2009,153338,2.4,Automatic,Petrol,Hills,4,407,normal,1
Mahindra,XUV300,2012,44581,1.1,Manual,Petrol,Hills,2,77,smooth,0
Hyundai,Creta,2015,116984,1.4,Automatic,Diesel,Highway,1,474,normal,1
Kia,Seltos,2020,65245,1.2,Manual,Petrol,Urban,4,192,normal,0
Kia,Seltos,2006,118603,1.5,Automatic,Diesel,Hills,3,482,smooth,1
Kia,Sportage,2001,94228,0.9,Manual,Petrol,Highway,3,293,rough,1
Mahindra,Bolero,1998,159647,1.0,Manual,Petrol,Urban,1,594,smooth,1
Toyota,Corolla,1998,26694,2.2,Manual,Diesel,Hills,5,386,rough,1
Suzuki,Wagon R,1999,193754,1.5,Manual,Diesel,Urban,5,267,smooth,1
Mahindra,Bolero,2009,79064,1.0,Manual,Diesel,Urban,1,20,normal,0
Kia,Sonet,2017,160094,1.6,Manual,Petrol,Urban,3,213,rough,1
Mahindra,XUV300,2023,65278,2.1,Manual,Diesel,Urban,2,599,rough,1
Tata,Nexon,2021,140967,2.2,Automatic,Petrol,Highway,1,532,rough,1
Kia,Seltos,2013,133990,1.9,Manual,Petrol,Hills,4,508,normal,1
Kia,Seltos,2013,190593,1.2,Automatic,Petrol,Urban,5,132,normal,0
Mahindra,Bolero,2008,179796,1.0,Automatic,Diesel,Hills,3,211,rough,1
Tata,Tiago,1999,116723,1.8,Automatic,Diesel,Urban,2,335,normal,1
Tata,Nexon,2016,123801,1.9,Manual,Petrol,Hills,4,559,smooth,1
Toyota,Hilux,2002,64897,1.3,Manual,Diesel,Hills,1,28,rough,1
Mahindra,Scorpio,2023,77543,1.3,Manual,Petrol,Urban,3,518,smooth,0
Kia,Sportage,2014,42605,1.8,Manual,Petrol,Hills,2,457,rough,1
Suzuki,Alto,2009,38297,1.2,Automatic,Petrol,Hills,1,508,normal,1
Mahindra,XUV300,2002,178156,1.1,Manual,Petrol,Highway,1,497,smooth,1
Suzuki,Wagon R,2009,107533,1.7,Manual,Diesel,Highway,2,155,smooth,0
Toyota,Hilux,2010,51648,2.2,Manual,Diesel,Urban,2,80,normal,0
Kia,Seltos,1999,176714,1.7,Automatic,Diesel,Urban,5,561,smooth,1
Hyundai,Venue,2020,35121,1.7,Manual,Petrol,Urban,5,110,normal,0
Hyundai,Venue,2005,178257,2.2,Manual,Petrol,Highway,1,155,smooth,0
Hyundai,Venue,2014,84213,2.4,Manual,Petrol,Urban,2,481,normal,1
Suzuki,Swift,2003,167221,1.3,Automatic,Petrol,Urban,5,334,rough,1
Hyundai,i20,2012,81643,0.9,Automatic,Petrol,Hills,4,224,smooth,1
Tata,Altroz,2008,67042,1.7,Automatic,Petrol,Hills,2,462,normal,1
Mahindra,Bolero,2020,166029,2.4,Automatic,Diesel,Hills,3,237,normal,1
Toyota,Hilux,2012,46677,1.0,Automatic,Diesel,Highway,1,58,rough,1
Kia,Sonet,2003,28223,1.1,Manual,Diesel,Urban,4,145,normal,0
Suzuki,Alto,2015,168215,1.5,Automatic,Petrol,Urban,5,559,rough,1
Suzuki,Wagon R,2010,66925,1.1,Manual,Petrol,Highway,5,479,normal,0
Suzuki,Baleno,2002,185159,2.0,Manual,Diesel,Highway,1,87,normal,0
Tata,Altroz,2022,77300,1.7,Automatic,Petrol,Urban,3,592,smooth,0
Mahindra,Scorpio,2011,100449,1.1,Automatic,Petrol,Urban,4,202,normal,1
Kia,Seltos,2012,195974,1.1,Manual,Petrol,Hills,2,426,rough,1
Toyota,Hilux,1999,109262,0.9,Automatic,Diesel,Hills,5,268,smooth,1
Suzuki,Baleno,1998,107134,1.0,Manual,Petrol,Hills,2,165,rough,1
Mahindra,Scorpio,2017,77155,1.9,Automatic,Diesel,Urban,4,106,normal,0
Hyundai,i20,2015,44057,1.2,Manual,Diesel,Highway,3,229,rough,1
Toyota,Hilux,1998,134114,1.1,Automatic,Diesel,Urban,2,187,rough,1
Suzuki,Swift,1998,179946,1.1,Manual,Diesel,Urban,5,86,rough,0
Toyota,Corolla,2018,7321,2.4,Manual,Petrol,Highway,2,517,smooth,1
Toyota,Hilux,2002,55967,1.7,Automatic,Diesel,Highway,5,134,rough,0
Kia,Sonet,2010,140740,1.6,Manual,Diesel,Urban,2,258,smooth,1
Kia,Sonet,2009,133112,2.2,Manual,Petrol,Urban,2,16,smooth,0
Toyota,Hilux,2005,189911,1.9,Automatic,Diesel,Hills,1,289,rough,1
Hyundai,i20,2000,161178,1.1,Automatic,Diesel,Hills,2,561,normal,1
Hyundai,i10,2011,77710,2.1,Automatic,Petrol,Highway,3,240,rough,1
Hyundai,Creta,2007,7318,1.2,Automatic,Petrol,Urban,4,568,smooth,0
Toyota,Yaris,1999,103726,2.2,Automatic,Diesel,Urban,4,268,normal,1
Hyundai,Venue,2015,110507,2.0,Automatic,Petrol,Urban,2,449,rough,1
Tata,Tiago,1999,64410,2.2,Automatic,Diesel,Highway,4,125,smooth,0
Tata,Tiago,2006,32433,2.2,Automatic,Diesel,Hills,5,564,rough,1
Tata,Nexon,2013,143842,1.6,Automatic,Petrol,Urban,4,455,rough,1
Kia,Seltos,2013,114682,1.5,Manual,Diesel,Highway,3,399,normal,1
Suzuki,Alto,2019,95345,1.2,Automatic,Diesel,Urban,2,236,rough,1
Tata,Altroz,2015,122598,2.1,Manual,Petrol,Highway,4,8,rough,0
Hyundai,Venue,2001,166471,1.4,Automatic,Diesel,Highway,2,379,smooth,1
Toyota,Corolla,2011,12442,0.9,Manual,Petrol,Urban,4,253,rough,1
Tata,Tiago,1998,192142,1.9,Automatic,Petrol,Highway,1,45,smooth,0
Hyundai,i20,2014,51534,2.3,Manual,Petrol,Urban,1,415,normal,1
Hyundai,i20,2016,118287,2.0,Automatic,Diesel,Urban,4,459,rough,1
Hyundai,i10,2000,195590,1.2,Manual,Petrol,Urban,3,70,rough,0
Tata,Altroz,2002,48113,1.0,Manual,Petrol,Urban,3,184,normal,0
Suzuki,Alto,2012,7934,2.1,Automatic,Diesel,Urban,3,329,normal,1
Kia,Sonet,2022,56046,1.3,Manual,Diesel,Urban,1,167,smooth,0
Toyota,Hilux,2000,10139,1.5,Automatic,Diesel,Urban,3,220,smooth,1
Tata,Tiago,2021,71617,2.2,Manual,Petrol,Hills,5,220,normal,1
Kia,Seltos,2002,151537,2.2,Automatic,Diesel,Urban,3,85,smooth,0
Kia,Sportage,2005,85124,1.8,Manual,Petrol,Hills,3,308,rough,1
Suzuki,Swift,2017,91074,1.4,Manual,Diesel,Hills,3,555,rough,1
Mahindra,Scorpio,2003,191059,1.9,Manual,Petrol,Hills,5,361,normal,1
Kia,Sonet,2019,92067,1.5,Automatic,Diesel,Hills,1,457,normal,1
Hyundai,Venue,2017,161797,1.5,Automatic,Petrol,Highway,5,368,rough,1
Hyundai,Venue,2022,80219,1.7,Manual,Petrol,Highway,1,514,smooth,1
Toyota,Yaris,2020,179010,1.0,Automatic,Diesel,Hills,2,558,rough,1
Toyota,Yaris,2006,128626,1.6,Automatic,Petrol,Urban,5,379,smooth,0
Kia,Sonet,2023,175263,1.6,Manual,Petrol,Hills,1,255,smooth,1
Mahindra,XUV300,2016,57017,1.2,Automatic,Petrol,Highway,3,172,smooth,0
Toyota,Hilux,2020,34280,1.6,Automatic,Petrol,Urban,5,387,smooth,0
Hyundai,Creta,2014,192053,1.4,Manual,Petrol,Highway,5,138,rough,0
Hyundai,i20,1999,52294,1.0,Automatic,Diesel,Highway,2,485,rough,1
Hyundai,Creta,2018,50646,0.9,Manual,Diesel,Highway,4,13,normal,0
Tata,Tiago,2023,11463,1.1,Manual,Diesel,Urban,2,102,normal,0
Hyundai,Creta,1999,28407,2.0,Automatic,Diesel,Hills,1,81,smooth,1
Mahindra,XUV300,2010,160242,1.2,Automatic,Diesel,Highway,2,394,smooth,1
Suzuki,Alto,1998,8900,1.8,Automatic,Diesel,Highway,2,589,normal,1
Kia,Sportage,2010,199383,2.3,Manual,Diesel,Highway,2,371,normal,1
Hyundai,Creta,2014,69794,1.9,Manual,Diesel,Hills,3,571,normal,1
Tata,Nexon,1998,187446,2.3,Manual,Petrol,Hills,1,40,normal,0
Toyota,Yaris,2016,18828,1.3,Automatic,Petrol,Urban,1,41,normal,0
Toyota,Yaris,2021,35022,1.4,Automatic,Diesel,Hills,4,89,rough,0
Tata,Altroz,2005,25027,1.5,Automatic,Petrol,Highway,2,398,normal,1
Hyundai,Creta,2016,131773,2.0,Automatic,Diesel,Highway,5,465,rough,1
Tata,Altroz,2000,40242,1.3,Automatic,Diesel,Highway,4,145,smooth,1
Kia,Sportage,2006,184618,1.1,Automatic,Petrol,Urban,1,572,rough,1
Hyundai,i20,2008,113078,1.0,Manual,Petrol,Highway,3,215,smooth,0
Toyota,Yaris,2018,99047,2.1,Manual,Petrol,Urban,2,134,rough,0
Toyota,Hilux,2016,143334,1.0,Manual,Petrol,Urban,1,380,rough,1
Hyundai,Venue,2010,147642,0.8,Automatic,Diesel,Urban,3,398,rough,1
Hyundai,i10,2001,81206,1.4,Automatic,Petrol,Hills,4,344,smooth,1
Tata,Altroz,2007,70847,2.0,Automatic,Petrol,Highway,2,570,normal,1
Tata,Tiago,2000,54761,1.6,Automatic,Petrol,Highway,2,96,rough,0
Toyota,Yaris,2011,141878,1.4,Manual,Petrol,Urban,5,482,rough,1
Suzuki,Swift,2015,130636,2.3,Automatic,Diesel,Highway,2,296,normal,1
Suzuki,Swift,2007,60326,1.1,Automatic,Diesel,Urban,3,582,smooth,1
Suzuki,Alto,2021,24017,1.0,Automatic,Petrol,Urban,5,132,rough,0
Kia,Sonet,2016,96938,1.7,Manual,Diesel,Highway,2,572,rough,1
Tata,Tiago,2007,193742,1.1,Automatic,Diesel,Urban,3,160,smooth,0
Hyundai,i20,2007,169340,2.1,Automatic,Diesel,Urban,2,56,normal,0
Mahindra,XUV300,2013,155320,2.0,Automatic,Petrol,Highway,4,301,rough,1
Tata,Tiago,2007,56025,1.0,Manual,Diesel,Hills,1,28,rough,1
Tata,Nexon,2023,99920,2.1,Automatic,Diesel,Hills,1,253,normal,1
Toyota,Hilux,2000,107334,2.3,Automatic,Diesel,Hills,4,534,normal,1
Toyota,Corolla,2002,54645,1.9,Automatic,Diesel,Highway,1,300,normal,1
Kia,Sportage,1998,35800,1.1,Automatic,Petrol,Hills,5,526,rough,1
Hyundai,Creta,2018,115765,1.9,Automatic,Diesel,Hills,2,377,smooth,1
Kia,Seltos,2015,193076,1.5,Automatic,Petrol,Hills,5,186,smooth,1
Mahindra,Bolero,2015,151055,1.1,Manual,Petrol,Highway,1,180,normal,0
Kia,Sonet,2009,109446,2.3,Automatic,Diesel,Urban,2,499,rough,1
Tata,Tiago,2006,49434,1.4,Manual,Petrol,Hills,2,595,smooth,1
Suzuki,Baleno,2005,151032,2.1,Automatic,Diesel,Highway,3,221,smooth,1
Suzuki,Baleno,2023,98849,1.2,Manual,Diesel,Urban,5,588,smooth,0
Toyota,Corolla,2001,189768,1.1,Automatic,Petrol,Highway,5,511,smooth,0
Toyota,Yaris,2021,37256,1.5,Automatic,Diesel,Highway,4,557,normal,0
Kia,Sportage,2016,84163,1.9,Manual,Diesel,Highway,1,475,normal,1
Kia,Sonet,1999,166405,1.4,Automatic,Petrol,Hills,2,389,smooth,1
Hyundai,i10,2020,114364,1.3,Automatic,Diesel,Hills,2,269,rough,1
Tata,Tiago,2018,174387,1.6,Automatic,Diesel,Hills,5,419,normal,1
Hyundai,Creta,2021,188525,2.3,Manual,Petrol,Hills,3,44,normal,0
Suzuki,Baleno,2019,52993,0.9,Manual,Petrol,Urban,5,293,rough,1
Toyota,Hilux,1999,198616,1.9,Automatic,Petrol,Hills,3,548,smooth,1
Mahindra,XUV300,2012,100379,1.9,Manual,Diesel,Hills,2,88,smooth,1
Hyundai,Creta,2014,97478,1.9,Manual,Petrol,Urban,4,405,rough,1
Suzuki,Alto,2014,195789,1.5,Automatic,Petrol,Urban,1,327,rough,1
Suzuki,Baleno,1999,59172,1.3,Automatic,Diesel,Hills,4,482,normal,1
Hyundai,i10,2003,138875,1.9,Automatic,Petrol,Highway,2,424,smooth,1
Kia,Sonet,2008,89821,1.8,Automatic,Diesel,Highway,3,426,rough,1
Tata,Altroz,2018,9798,1.0,Manual,Petrol,Urban,1,210,rough,1
Toyota,Corolla,2022,52047,1.0,Automatic,Diesel,Hills,4,72,rough,0
Kia,Seltos,2016,88490,1.9,Automatic,Petrol,Hills,3,574,rough,1
Suzuki,Alto,2017,30924,1.9,Automatic,Petrol,Hills,1,80,smooth,1
Suzuki,Alto,1999,19192,1.3,Manual,Petrol,Highway,2,292,rough,1
Kia,Seltos,2013,81711,1.4,Manual,Diesel,Hills,4,419,rough,1
Mahindra,Bolero,2020,75427,1.1,Manual,Petrol,Hills,5,477,normal,1
Hyundai,i20,2018,101743,0.9,Manual,Diesel,Urban,4,515,normal,0
Hyundai,Creta,2008,20637,1.4,Manual,Diesel,Hills,2,477,normal,1
Suzuki,Alto,2004,137150,2.1,Manual,Diesel,Highway,4,275,rough,1
Suzuki,Baleno,2014,75287,1.5,Automatic,Petrol,Hills,1,89,rough,1
Tata,Nexon,2023,80347,2.1,Automatic,Diesel,Urban,3,354,normal,1
Hyundai,i20,2009,28888,1.8,Automatic,Petrol,Urban,1,172,normal,0
Mahindra,Scorpio,2010,171535,1.5,Automatic,Diesel,Hills,1,139,smooth,1
Toyota,Corolla,2019,131345,1.4,Automatic,Diesel,Urban,2,579,normal,1
Hyundai,i20,2011,77418,2.3,Manual,Diesel,Hills,1,110,normal,1
Suzuki,Wagon R,2008,148765,0.9,Manual,Petrol,Urban,3,403,normal,0
Tata,Nexon,2022,140034,1.6,Automatic,Diesel,Highway,1,60,smooth,0
Suzuki,Alto,2014,100229,1.6,Manual,Diesel,Urban,1,82,smooth,0
Hyundai,i10,2000,130521,0.8,Automatic,Petrol,Hills,1,229,smooth,1
Toyota,Corolla,2021,169804,1.9,Manual,Petrol,Hills,3,164,normal,0
Tata,Nexon,1999,77990,2.0,Manual,Petrol,Urban,2,511,normal,1
Tata,Tiago,2001,165057,2.1,Manual,Diesel,Hills,5,390,rough,1
Kia,Sonet,2001,20038,2.3,Manual,Petrol,Hills,4,328,normal,1
Toyota,Hilux,2000,57471,1.0,Automatic,Diesel,Hills,2,588,smooth,1
Toyota,Corolla,2016,151541,1.5,Manual,Diesel,Hills,1,226,smooth,1
Tata,Altroz,2023,14160,1.7,Automatic,Diesel,Urban,4,242,normal,0
Mahindra,Scorpio,2012,163679,1.3,Automatic,Diesel,Highway,4,321,rough,1
Tata,Tiago,2021,69968,1.5,Manual,Petrol,Hills,3,121,rough,0
Toyota,Corolla,2001,16872,2.0,Automatic,Diesel,Urban,3,6,smooth,0
Kia,Seltos,2010,111722,1.5,Automatic,Diesel,Urban,2,120,rough,1
Kia,Sportage,2019,91444,2.1,Automatic,Petrol,Highway,1,243,rough,1
Kia,Sportage,2020,61765,1.1,Automatic,Diesel,Highway,3,296,normal,0
Suzuki,Alto,2014,80763,2.3,Manual,Diesel,Highway,1,552,rough,1
Hyundai,i10,2010,88591,1.5,Automatic,Petrol,Highway,3,509,normal,0
Mahindra,Bolero,2012,45124,2.0,Automatic,Diesel,Highway,4,166,rough,0
Suzuki,Wagon R,2020,57681,1.1,Manual,Diesel,Highway,3,64,smooth,0
Tata,Nexon,2002,26618,1.6,Automatic,Petrol,Highway,2,308,normal,1
Mahindra,XUV300,2016,47917,1.0,Automatic,Petrol,Hills,2,494,smooth,1
Suzuki,Wagon R,2010,5988,2.2,Manual,Petrol,Urban,3,201,smooth,0
Tata,Tiago,2020,10838,1.2,Automatic,Diesel,Highway,5,584,normal,1
Hyundai,Creta,2013,49097,1.5,Manual,Petrol,Urban,3,445,normal,0
Suzuki,Alto,2017,41418,0.9,Manual,Diesel,Urban,2,73,rough,1
Mahindra,Bolero,2021,75972,1.0,Automatic,Diesel,Urban,5,163,normal,0
Suzuki,Alto,2004,115626,2.2,Automatic,Diesel,Highway,1,175,normal,0
Tata,Altroz,2010,19375,1.3,Automatic,Diesel,Highway,2,497,smooth,1
Kia,Sportage,2018,175022,1.5,Automatic,Diesel,Hills,1,462,rough,1
Hyundai,Venue,2000,136637,2.1,Automatic,Petrol,Hills,1,115,rough,1
Toyota,Yaris,2003,36799,1.5,Automatic,Diesel,Urban,4,566,normal,1
Kia,Sonet,2013,56242,2.3,Automatic,Diesel,Hills,1,87,smooth,1
Suzuki,Alto,2007,72939,2.0,Manual,Diesel,Urban,4,238,normal,1
Mahindra,Scorpio,2001,33030,2.0,Manual,Petrol,Highway,3,338,smooth,0
Mahindra,Scorpio,2005,95407,1.5,Automatic,Petrol,Highway,5,305,normal,0
Toyota,Hilux,2009,112396,0.8,Manual,Diesel,Urban,3,446,normal,1
Mahindra,Scorpio,2006,43426,1.8,Manual,Petrol,Hills,4,46,rough,0
Hyundai,i10,2022,158762,2.4,Automatic,Diesel,Urban,3,222,smooth,0
Mahindra,Bolero,2018,141742,2.3,Automatic,Petrol,Hills,5,95,normal,0
Toyota,Yaris,2008,20015,1.1,Manual,Diesel,Hills,2,31,normal,1
Tata,Nexon,2010,58361,2.1,Automatic,Diesel,Urban,3,548,rough,1
Toyota,Yaris,2006,127773,2.3,Manual,Diesel,Highway,5,343,rough,1
Suzuki,Swift,2013,146336,2.3,Automatic,Diesel,Urban,1,2,smooth,0
Suzuki,Alto,2019,30431,0.8,Automatic,Petrol,Urban,4,198,smooth,1
Hyundai,i20,2017,132132,1.6,Automatic,Diesel,Urban,5,51,normal,0
Mahindra,Scorpio,2013,31491,1.3,Manual,Diesel,Highway,1,257,smooth,1
Tata,Tiago,2003,83875,1.6,Automatic,Diesel,Hills,5,209,smooth,1
Hyundai,i10,2005,91091,1.9,Manual,Petrol,Hills,4,552,rough,1
Mahindra,Scorpio,2017,12756,1.2,Manual,Diesel,Highway,5,50,rough,0
Suzuki,Alto,2013,162592,0.9,Automatic,Petrol,Hills,5,149,smooth,0
Suzuki,Baleno,2016,100417,1.7,Manual,Petrol,Hills,1,493,smooth,1
Toyota,Yaris,2012,89348,1.6,Manual,Diesel,Hills,2,212,smooth,1
Hyundai,i20,2020,136180,0.8,Automatic,Petrol,Hills,5,523,smooth,1
Kia,Sonet,2021,94724,1.6,Manual,Diesel,Highway,2,422,smooth,1
Toyota,Yaris,2009,199006,2.2,Manual,Petrol,Urban,1,542,normal,1
Tata,Nexon,2008,89257,1.4,Manual,Petrol,Highway,4,497,smooth,0
Kia,Sonet,2016,52635,1.0,Manual,Petrol,Hills,2,322,rough,1
Mahindra,Bolero,2013,147857,1.6,Automatic,Diesel,Urban,3,31,rough,0
Kia,Seltos,2014,145228,1.8,Automatic,Diesel,Urban,3,478,rough,1
Tata,Nexon,2009,101369,1.8,Manual,Diesel,Urban,4,365,normal,1
Kia,Sportage,2015,49972,2.4,Manual,Diesel,Hills,2,584,smooth,1
Toyota,Hilux,2004,124373,0.9,Automatic,Diesel,Urban,3,132,normal,0
Hyundai,Venue,2020,87124,2.2,Manual,Diesel,Highway,3,381,normal,0
Suzuki,Baleno,2019,3973,2.2,Manual,Diesel,Hills,3,471,normal,1
Kia,Sportage,2007,124403,2.2,Automatic,Petrol,Hills,2,161,normal,0
Suzuki,Swift,2010,93417,2.1,Automatic,Diesel,Highway,5,142,smooth,0
Tata,Altroz,2018,51063,1.7,Automatic,Petrol,Hills,2,534,rough,1
Suzuki,Alto,2000,155612,1.4,Manual,Diesel,Highway,5,96,smooth,0
Suzuki,Baleno,2022,98341,1.2,Manual,Petrol,Urban,5,187,normal,0
Mahindra,Scorpio,2013,190237,1.2,Manual,Petrol,Hills,3,392,normal,1
Mahindra,XUV300,2002,73916,1.9,Automatic,Petrol,Highway,3,483,rough,1
Tata,Nexon,2013,40487,1.5,Manual,Diesel,Hills,2,183,smooth,1
Suzuki,Wagon R,2018,104150,0.9,Manual,Petrol,Highway,1,7,rough,0
Mahindra,Scorpio,1998,127221,2.3,Manual,Diesel,Highway,3,366,smooth,1
Tata,Nexon,2006,112578,1.1,Automatic,Petrol,Highway,2,195,rough,1
Tata,Nexon,2015,168600,1.0,Automatic,Petrol,Highway,5,511,smooth,0
Tata,Nexon,2017,157580,2.1,Automatic,Petrol,Highway,5,251,smooth,0
Toyota,Corolla,2008,44003,1.1,Manual,Petrol,Urban,5,76,rough,0
Toyota,Yaris,2019,89643,1.4,Manual,Petrol,Highway,5,91,smooth,0
Tata,Nexon,2019,112322,1.5,Automatic,Diesel,Highway,4,340,normal,0
Toyota,Hilux,2004,33480,0.9,Automatic,Petrol,Highway,1,330,rough,1
Mahindra,Scorpio,2010,183672,1.8,Automatic,Petrol,Urban,5,548,smooth,0
Mahindra,XUV300,2006,16740,1.3,Automatic,Diesel,Highway,2,498,smooth,1
Hyundai,i10,2002,189851,1.8,Automatic,Diesel,Hills,3,3,normal,0
Toyota,Corolla,1998,162009,2.0,Automatic,Petrol,Hills,4,265,rough,1
Suzuki,Baleno,2007,170979,1.6,Manual,Diesel,Urban,1,151,smooth,1
Hyundai,Venue,2018,90273,2.0,Automatic,Petrol,Highway,2,360,normal,1
Mahindra,Bolero,2021,182937,1.4,Automatic,Petrol,Urban,3,582,normal,0
Kia,Seltos,2006,56095,1.5,Automatic,Diesel,Highway,1,463,rough,1
Kia,Sportage,2013,13691,1.9,Manual,Diesel,Highway,4,255,smooth,1
Suzuki,Baleno,2019,173110,2.4,Manual,Petrol,Urban,1,396,normal,1
Tata,Nexon,2015,70857,1.6,Automatic,Petrol,Hills,3,102,rough,1
Suzuki,Wagon R,2015,196652,2.0,Manual,Petrol,Urban,1,223,normal,1
Toyota,Yaris,2011,195489,2.2,Manual,Petrol,Urban,2,440,rough,1
Hyundai,Venue,2001,14628,2.3,Manual,Diesel,Highway,4,206,smooth,1
Toyota,Yaris,2005,129419,2.3,Manual,Petrol,Urban,5,320,smooth,0
Kia,Sonet,2021,53333,1.0,Automatic,Petrol,Hills,1,440,normal,1
Tata,Tiago,2013,45974,1.3,Manual,Diesel,Highway,2,97,smooth,0
Mahindra,XUV300,2009,175027,1.7,Manual,Petrol,Hills,5,410,smooth,1
Suzuki,Wagon R,2023,192579,0.9,Manual,Petrol,Hills,5,162,normal,0
Suzuki,Alto,2010,15363,1.5,Automatic,Petrol,Urban,2,416,rough,1
Kia,Sportage,2005,3189,2.1,Automatic,Petrol,Urban,3,295,rough,1
Mahindra,XUV300,2018,126056,1.3,Manual,Diesel,Hills,4,214,rough,1
Kia,Sonet,2021,44556,1.8,Automatic,Diesel,Highway,5,550,normal,0
Kia,Sonet,2020,162085,1.9,Manual,Petrol,Urban,1,244,rough,1
Hyundai,i20,2023,30326,2.0,Automatic,Petrol,Hills,2,199,normal,1
Kia,Sportage,2018,105820,1.6,Manual,Diesel,Urban,5,591,normal,0
Kia,Seltos,2002,22215,1.7,Automatic,Diesel,Urban,4,292,rough,1
Kia,Seltos,2011,144583,0.8,Automatic,Diesel,Highway,4,526,rough,1
Toyota,Hilux,2021,4753,1.3,Automatic,Diesel,Hills,3,43,normal,0
Hyundai,Creta,2017,81277,1.4,Manual,Diesel,Urban,3,82,rough,0
Kia,Seltos,1999,44745,2.2,Manual,Petrol,Hills,4,448,smooth,1
Hyundai,Venue,2012,171425,2.2,Manual,Petrol,Hills,5,313,normal,1
Toyota,Corolla,2012,125561,2.0,Automatic,Petrol,Urban,1,294,rough,1
Toyota,Corolla,2020,84610,0.8,Manual,Diesel,Highway,1,74,smooth,0
Suzuki,Swift,2021,37505,2.1,Automatic,Diesel,Highway,3,405,smooth,0
Mahindra,Bolero,2001,36178,2.1,Automatic,Petrol,Urban,3,61,rough,0
Kia,Sportage,2004,107139,1.9,Automatic,Petrol,Highway,5,583,smooth,0
Tata,Tiago,2011,169243,1.4,Manual,Diesel,Highway,2,557,rough,1
Toyota,Corolla,2005,48643,0.8,Manual,Diesel,Highway,1,101,rough,1
Toyota,Hilux,2002,43000,1.6,Automatic,Petrol,Highway,4,240,smooth,0
Suzuki,Wagon R,2008,193873,2.1,Automatic,Petrol,Highway,3,300,smooth,0
Suzuki,Baleno,2008,186260,1.8,Automatic,Diesel,Highway,5,336,rough,1
Suzuki,Swift,2008,140175,1.3,Automatic,Petrol,Highway,5,47,normal,0
Toyota,Yaris,2013,65713,1.4,Automatic,Diesel,Hills,1,484,normal,1
Toyota,Corolla,2005,143060,1.9,Automatic,Diesel,Hills,1,22,smooth,1
Suzuki,Swift,1999,118650,2.3,Automatic,Diesel,Hills,5,159,rough,1
Hyundai,Venue,2018,154836,1.7,Manual,Petrol,Hills,1,580,smooth,1
Tata,Tiago,2005,166935,2.2,Automatic,Diesel,Highway,2,176,smooth,0
Tata,Nexon,2006,147143,2.1,Manual,Petrol,Highway,2,131,rough,0
Kia,Seltos,2009,43058,1.5,Manual,Petrol,Highway,5,125,normal,0
Tata,Nexon,2020,31223,2.4,Automatic,Petrol,Urban,3,136,normal,0
Tata,Altroz,2021,39432,2.2,Manual,Petrol,Urban,3,325,normal,0
Hyundai,i10,2013,50577,2.0,Manual,Diesel,Hills,5,174,normal,1
